代码,名称
601880.SH,大连港
601881.SH,中国银河
601888.SH,中国国旅
601898.SH,中煤能源
601899.SH,紫金矿业
601901.SH,方正证券
601916.SH,浙商银行
601919.SH,中远海控
601933.SH,永辉超市
601939.SH,建设银行
601949.SH,中国出版
601952.SH,苏垦农发
601958.SH,金钼股份
601966.SH,玲珑轮胎
601985.SH,中国核电
601988.SH,中国银行
601989.SH,中国重工
601990.SH,南京证券
601991.SH,大唐发电
601992.SH,金隅集团
601997.SH,贵阳银行
601998.SH,中信银行
603007.SH,花王股份
603008.SH,喜临门
603019.SH,中科曙光
603025.SH,大豪科技
603027.SH,千禾味业
603039.SH,泛微网络
603043.SH,广州酒家
603056.SH,德邦股份
603060.SH,国检集团
603077.SH,和邦生物
603080.SH,新疆火炬
603098.SH,森特股份
603103.SH,横店影视
603108.SH,润达医疗
603113.SH,金能科技
603118.SH,共进股份
603121.SH,华培动力
603127.SH,昭衍新药
603128.SH,华贸物流
603157.SH,拉夏贝尔
603160.SH,汇顶科技
603165.SH,荣晟环保
603180.SH,金牌厨柜
603185.SH,上机数控
603198.SH,迎驾贡酒
603220.SH,中贝通信
603225.SH,新凤鸣
603228.SH,景旺电子
603233.SH,大参林
603236.SH,移远通信
603259.SH,药明康德
603260.SH,合盛硅业
603267.SH,鸿远电子
603279.SH,景津环保
603283.SH,赛腾股份
603288.SH,海天味业
603298.SH,杭叉集团
603305.SH,旭升股份
603317.SH,天味食品
603327.SH,福蓉科技
603328.SH,依顿电子
603332.SH,苏州龙杰
603337.SH,杰克股份
603338.SH,浙江鼎力
603339.SH,四方科技
603351.SH,威尔药业
603355.SH,莱克电气
603357.SH,设计总院
603360.SH,百傲化学
603363.SH,傲农生物
603367.SH,辰欣药业
603368.SH,柳药股份
603369.SH,今世缘
603379.SH,三美股份
603387.SH,基蛋生物
603393.SH,新天然气
603421.SH,鼎信通讯
603429.SH,集友股份
603444.SH,吉比特
603466.SH,风语筑
603486.SH,科沃斯
603501.SH,韦尔股份
603505.SH,金石资源
603508.SH,思维列控
603515.SH,欧普照明
603517.SH,绝味食品
603533.SH,掌阅科技
603556.SH,海兴电力
603568.SH,伟明环保
603569.SH,长久物流
603579.SH,荣泰健康
603583.SH,捷昌驱动
603585.SH,苏利股份
603587.SH,地素时尚
603588.SH,高能环境
603589.SH,口子窖
603590.SH,康辰药业
603596.SH,伯特利
603599.SH,广信股份
603600.SH,永艺股份
603603.SH,博天环境
603605.SH,珀莱雅
603606.SH,东方电缆
603609.SH,禾丰牧业
603613.SH,国联股份
603626.SH,科森科技
603638.SH,艾迪精密
603639.SH,海利尔
603650.SH,彤程新材
603658.SH,安图生物
603659.SH,璞泰来
603660.SH,苏州科达
603666.SH,亿嘉和
603669.SH,灵康药业
603680.SH,今创集团
603681.SH,永冠新材
603686.SH,龙马环卫
603687.SH,大胜达
603707.SH,健友股份
603708.SH,家家悦
603711.SH,香飘飘
603712.SH,七一二
603713.SH,密尔克卫
603728.SH,鸣志电器
603730.SH,岱美股份
603733.SH,仙鹤股份
603737.SH,三棵树
603766.SH,隆鑫通用
603773.SH,沃格光电
603799.SH,华友钴业
603801.SH,志邦家居
603803.SH,瑞斯康达
603806.SH,福斯特
603808.SH,歌力思
603816.SH,顾家家居
603833.SH,欧派家居
603848.SH,好太太
603858.SH,步长制药
603866.SH,桃李面包
603868.SH,飞科电器
603871.SH,嘉友国际
603876.SH,鼎胜新材
603877.SH,太平鸟
603881.SH,数据港
603882.SH,金域医学
603883.SH,老百姓
603885.SH,吉祥航空
603888.SH,新华网
603897.SH,长城科技
603898.SH,好莱客
603899.SH,晨光文具
603915.SH,国茂股份
603929.SH,亚翔集成
603939.SH,益丰药房
603956.SH,威派格
603959.SH,百利科技
603982.SH,泉峰汽车
603983.SH,丸美股份
603986.SH,兆易创新
603989.SH,艾华集团
603993.SH,洛阳钼业
603997.SH,继峰股份
